#TEXT/SIMPLE
# elo ehi spectrum
3.920000000000 3.930000000000 1.5560555192696e-07
3.930000000000 3.940000000000 1.5422140412113e-07
3.940000000000 3.950000000000 1.5283986505622e-07
3.950000000000 3.960000000000 1.5146740826157e-07
3.960000000000 3.970000000000 1.5012172944066e-07
3.970000000000 3.980000000000 1.4878021230740e-07
3.980000000000 3.990000000000 1.4743893217009e-07
3.990000000000 4.0 1.4610572232651e-07
4.0 4.010000000000 1.4477803971282e-07
4.010000000000 4.020000000000 1.4345026339873e-07
4.020000000000 4.030000000000 1.4212239483344e-07
4.030000000000 4.040000000000 1.4079443546754e-07
4.040000000000 4.050000000000 1.3946168690698e-07
4.050000000000 4.060000000000 1.3812896695180e-07
4.060000000000 4.070000000000 1.3680088609151e-07
4.070000000000 4.080000000000 1.3547299199944e-07
4.080000000000 4.090000000000 1.3414522198758e-07
4.090000000000 4.100000000000 1.3282029029222e-07
4.100000000000 4.110000000000 1.3150512625011e-07
4.110000000000 4.120000000000 1.3019132864774e-07
4.120000000000 4.130000000000 1.2936594969617e-07
4.130000000000 4.140000000000 1.2834088690193e-07
4.140000000000 4.150000000000 1.2727934667879e-07
4.150000000000 4.160000000000 1.2622051684750e-07
4.160000000000 4.170000000000 1.2517860514335e-07
4.170000000000 4.180000000000 1.2414632123467e-07
4.180000000000 4.190000000000 1.2311397400052e-07
4.190000000000 4.200000000000 1.2208160711571e-07
4.200000000000 4.210000000000 1.2105175611880e-07
4.210000000000 4.220000000000 1.2008896055175e-07
4.220000000000 4.230000000000 1.1916638127408e-07
4.230000000000 4.240000000000 1.1824530944883e-07
4.240000000000 4.250000000000 1.1732418211749e-07
4.250000000000 4.260000000000 1.1640299997113e-07
4.260000000000 4.270000000000 1.1548176376129e-07
4.270000000000 4.280000000000 1.1456047416702e-07
4.280000000000 4.290000000000 1.1363913182872e-07
4.290000000000 4.300000000000 1.1271812384380e-07
4.300000000000 4.310000000000 1.1180068852592e-07
4.310000000000 4.320000000000 1.1088431971413e-07
4.320000000000 4.330000000000 1.0996836791481e-07
4.330000000000 4.340000000000 1.0905311622145e-07
4.340000000000 4.350000000000 1.0813794075727e-07
4.350000000000 4.360000000000 1.0722283381958e-07
4.360000000000 4.370000000000 1.0630769205783e-07
4.370000000000 4.380000000000 1.0539252468270e-07
4.380000000000 4.390000000000 1.0447799604071e-07
4.390000000000 4.400000000000 1.0356657446074e-07
4.400000000000 4.410000000000 1.0267202478330e-07
4.410000000000 4.420000000000 1.0193842892436e-07
4.420000000000 4.430000000000 1.0104933476668e-07
4.430000000000 4.440000000000 1.0016092910035e-07
4.440000000000 4.450000000000 9.9272554123767e-08
4.450000000000 4.460000000000 9.8384161739030e-08
4.460000000000 4.470000000000 9.7495729988158e-08
4.470000000000 4.480000000000 9.6607403973221e-08
4.480000000000 4.490000000000 9.5719131135955e-08
4.490000000000 4.500000000000 9.4830853557033e-08
4.500000000000 4.510000000000 9.3943515563543e-08
4.510000000000 4.520000000000 9.3062915337706e-08
4.520000000000 4.530000000000 9.2183969240758e-08
4.530000000000 4.540000000000 9.1304985661521e-08
4.540000000000 4.550000000000 9.0426528903873e-08
4.550000000000 4.560000000000 8.9639951466283e-08
4.560000000000 4.570000000000 8.8920144066729e-08
4.570000000000 4.580000000000 8.8200433291375e-08
4.580000000000 4.590000000000 8.7481188808358e-08
4.590000000000 4.600000000000 8.6762619240851e-08
4.600000000000 4.610000000000 8.6049906889549e-08
4.610000000000 4.620000000000 8.5341535262569e-08
4.620000000000 4.630000000000 8.4639738859674e-08
4.630000000000 4.640000000000 8.3938638917881e-08
4.640000000000 4.650000000000 8.3251304199098e-08
4.650000000000 4.660000000000 8.2612933167329e-08
4.660000000000 4.670000000000 8.1982394337925e-08
4.670000000000 4.680000000000 8.1358146243142e-08
4.680000000000 4.690000000000 8.0739964723781e-08
4.690000000000 4.700000000000 8.0121812739657e-08
4.700000000000 4.710000000000 7.9504021075831e-08
4.710000000000 4.720000000000 7.8891897943374e-08
4.720000000000 4.730000000000 7.8281673162287e-08
4.730000000000 4.740000000000 7.7671425185110e-08
4.740000000000 4.750000000000 7.7061154284805e-08
4.750000000000 4.760000000000 7.6450860730112e-08
4.760000000000 4.770000000000 7.5840544780825e-08
4.770000000000 4.780000000000 7.5230206684201e-08
4.780000000000 4.790000000000 7.4619846689746e-08
